0.5988036995993722	0.7607294773525662	224312
0.5420595377981083	0.598803704746854	6
0.5067874892572073	0.5420595421273446	48861
0.48113531615322114	0.5067874919482516	35535
0.4609488433799819	0.4811353239816438	27964
0.44432074746006184	0.4609488495404068	23035
0.43016867624236516	0.44432075253455605	4
0.41785434647712427	0.4301686870395426	17059
0.4069522692675732	0.4178543502351627	3
0.3971686064628206	0.4069522725946243	13554
0.39263237180165256	0.40193871994950037	8
0.3841677358121841	0.3926323831619408	11725
0.37639007643080624	0.38416774614500554	25
0.3727204134010197	0.38019525766504	10355
0.3691950872376314	0.3763900787888971	9967
0.3625091619785471	0.36919509602058	9262
0.3562668892823698	0.36250917014008754	8647
0.35040392871338133	0.3562668969023416	8122
0.3476031733505168	0.3532927073254597	7882
0.34488680981046815	0.3504039301397268	7643
0.3396668492463071	0.3448868114941597	31
0.33472063871734015	0.3396668556183313	6852
0.3300171348291596	0.3347206447552026	6515
0.3277460463245194	0.33233895314575246	6362
0.32552707579020834	0.33001714399648974	6220
0.32124592565617394	0.32552708949280906	5931
0.3171502101097303	0.32124593088220404	5674
0.31516629286414233	0.31918261404971704	5564
0.3132280354787084	0.3171502216851283	5433
0.30944782503971047	0.3132280474482708	5237
0.30582183404418883	0.30944783657603375	5023
0.3023290379737631	0.3058218451098703	4838
0.29895653058539184	0.3023290422374437	4672
0.29569098667046795	0.29895654087748064	4524
0.29254139112935473	0.2956909906567401	4363
0.2894915276387613	0.2925414007411697	4225
0.2865360490768498	0.289491531361751	6
0.2836709684000467	0.28653605268461624	3969
0.282274573814675	0.28509632334969864	9
0.2795243479835332	0.2822745824259712	10
0.2768562932454399	0.2795243563765827	4
0.2742668943340316	0.2768562965023529	13
0.27299025458286635	0.2755554696108165	47
0.27173941477697056	0.27426689684460964	1
0.27049991190126066	0.2729902715760312	3450
0.2692758417533061	0.27173942823757896	3413
0.26806817914831543	0.27049992125114053	3369
0.26687545001759816	0.2692758484133143	3325
0.26453456345222504	0.2668754617382934	3243
0.26338592021107193	0.26570402674332	3211
0.2622491821159847	0.2645345742566076	3166
0.2611317670803147	0.26338592757419177	3123
0.26002497482815323	0.2622491972529709	3081
0.25892772615670323	0.26113177527510434	3053
0.2578385002567509	0.26002498047776057	3029
0.2557081340007883	0.25783851093292387	2951
0.25466236129909464	0.25677199618238905	2923
0.25362317040099214	0.2557081396557316	2889
0.2525929838344609	0.254662364177231	2867
0.2515764866284428	0.25362318007563384	2835
0.25057165808335136	0.2525929902205053	0
0.24957907346240749	0.25157649851084457	2767
0.2485981700111306	0.2505716635082367	2734
0.247625412614064	0.24957908445041055	6
0.2466549347148308	0.24859817758762714	8
0.24570266742711322	0.24762541753235817	2664
0.243818743166889	0.24570267681554145	10
0.24198055792164552	0.24381875236578376	2546
0.24107090971911288	0.2428970903777849	2530
0.24016738722105987	0.2419805625843673	2512
0.2392693961862703	0.24107092048132522	4
0.23839139279720176	0.24016739403199247	2460
0.23751548078196116	0.2392694034076514	2430
