0.5988036995993722	0.7607294773525662	6855
0.5420595377981083	0.598803704746854	3
0.5067874892572073	0.5420595421273446	7
0.48113531615322114	0.5067874919482516	1087
0.4609488433799819	0.4811353239816438	855
0.44432074746006184	0.4609488495404068	5
0.43016867624236516	0.44432075253455605	0
0.41785434647712427	0.4301686870395426	522
0.4069522692675732	0.4178543502351627	462
0.3971686064628206	0.4069522725946243	415
0.39263237180165256	0.40193871994950037	5
0.3841677358121841	0.3926323831619408	359
0.37639007643080624	0.38416774614500554	330
0.3727204134010197	0.38019525766504	318
0.3691950872376314	0.3763900787888971	5
0.3625091619785471	0.36919509602058	284
0.3562668892823698	0.36250917014008754	265
0.35040392871338133	0.3562668969023416	249
0.3476031733505168	0.3532927073254597	241
0.34488680981046815	0.3504039301397268	235
0.3396668492463071	0.3448868114941597	222
0.33472063871734015	0.3396668556183313	10
0.3300171348291596	0.3347206447552026	0
0.3277460463245194	0.33233895314575246	4
0.32552707579020834	0.33001714399648974	9
0.32124592565617394	0.32552708949280906	182
0.3171502101097303	0.32124593088220404	174
0.31516629286414233	0.31918261404971704	171
0.3132280354787084	0.3171502216851283	167
0.30944782503971047	0.3132280474482708	161
0.30582183404418883	0.30944783657603375	154
0.3023290379737631	0.3058218451098703	149
0.29895653058539184	0.3023290422374437	144
0.29569098667046795	0.29895654087748064	139
0.29254139112935473	0.2956909906567401	134
0.2894915276387613	0.2925414007411697	130
0.2865360490768498	0.289491531361751	126
0.2836709684000467	0.28653605268461624	122
0.282274573814675	0.28509632334969864	120
0.2795243479835332	0.2822745824259712	117
0.2768562932454399	0.2795243563765827	114
0.2742668943340316	0.2768562965023529	111
0.27299025458286635	0.2755554696108165	9
0.27173941477697056	0.27426689684460964	8
0.27049991190126066	0.2729902715760312	6
0.2692758417533061	0.27173942823757896	5
0.26806817914831543	0.27049992125114053	4
0.26687545001759816	0.2692758484133143	2
0.26453456345222504	0.2668754617382934	0
0.26338592021107193	0.26570402674332	1
0.2622491821159847	0.2645345742566076	2
0.2611317670803147	0.26338592757419177	3
0.26002497482815323	0.2622491972529709	5
0.25892772615670323	0.26113177527510434	6
0.2578385002567509	0.26002498047776057	7
0.2557081340007883	0.25783851093292387	9
0.25466236129909464	0.25677199618238905	10
0.25362317040099214	0.2557081396557316	10
0.2525929838344609	0.254662364177231	89
0.2515764866284428	0.25362318007563384	87
0.25057165808335136	0.2525929902205053	86
0.24957907346240749	0.25157649851084457	86
0.2485981700111306	0.2505716635082367	85
0.247625412614064	0.24957908445041055	83
0.2466549347148308	0.24859817758762714	83
0.24570266742711322	0.24762541753235817	83
0.243818743166889	0.24570267681554145	80
0.24198055792164552	0.24381875236578376	79
0.24107090971911288	0.2428970903777849	78
0.24016738722105987	0.2419805625843673	78
0.2392693961862703	0.24107092048132522	77
0.23839139279720176	0.24016739403199247	76
0.23751548078196116	0.2392694034076514	75
0.23664176097162498	0.2383913951365983	75
0.23578389560589538	0.23751548239697465	74
0.2349342449451256	0.23664176876741866	73
0.23408327610273133	0.23578389854395065	73
0.23241175855241275	0.23408328440655185	72
0.23077314902527435	0.23241176671416008	70
0.2299616032121432	0.23158969150220776	70
0.22916355972485425	0.23077316110418367	69
0.2283666498544515	0.22996161117045405	69
0.2275748387855032	0.22916356394294235	69
0.22678940502834716	0.2283666530428643	67
0.22601502862278222	0.22757484642944364	67
0.2252448457318495	0.2267894080938491	67
0.2244786545611393	0.22601503406101608	65
0.22371675886589032	0.2252448525690991	65
0.2229701810054121	0.22447866243177084	65
0.22221987722251785	0.22371676514416422	64
0.22073922264107643	0.2222198845315409	64
0.21928781972849626	0.2207392298708708	62
0.21856787990218604	0.22001132429749012	62
0.2178518595918182	0.21928782070056602	62
0.21714793890567335	0.21856788392964258	61
0.21644509385210986	0.21785186382465427	61
0.21574117651880215	0.21714794305684954	61
0.21436746865094997	0.21574118338777942	59
0.21367857720541636	0.2150521175448671	59
0.21232327919859895	0.21367858391215627	58
0.2116570357545457	0.21299719917325627	58
